"","dataset","tsid","longitude","latitude","ipccReg","archive","proxy","Category","CategorySpec","minAge","maxAge","ageRange","ageRes","ageResPlus","season","climInterp","source","direction","ka_0.5","ka_4","ka_6","ka_8","ka_10","maxValAge","minValAge","ageCtrlN","ageCtrlMax","ageCtrlMedian"
"728","TML1.Lamy.2010","WEB843e2ae7-dup",-73.8019,-52.9035,"SSA","LakeSediment","pollen","Pollen","Pollen (Not Calibrated)",0,12000,12000,284.22,284.345,"Annual","P","Other","positive",1.676,3.478,3.476,5.185,12.516,10347.88,783.02,16,1675,580
"729","TML1.Lamy.2010","WEBc7a2aaa7",-73.8019,-52.9035,"SSA","LakeSediment","TOC","Other","Other (Not Calibrated)",665,12000,11335,142.87,142.92,"Annual","P","Other","positive",0.758,0.992,0.794,1.372,1.655,9356,5144,16,1675,550
"730","TomRiverPeat.Anderson.2002","lcRWjXOvOXsBSuCZKoz",84,56.1667,"WSB","Peat","pollen","Pollen","Pollen (Calibrated)",190,10380,10190,260,270,"Annual","P","Legacy Climate v1.0","positive",480.243,477.7,467.5,473.5,459.275,520,9610,6,2350,2080
"731","Tonnelnayacave.Cheng.2016","S2LRK7EQh5SRKh",67.23,38.4,"WCA","Speleothem","d13C","Speleothem","Speleothem (δ13C)",0,12000,12000,34.0439805599999,34.0439805599999,"Annual","P-E","SISALv2","negative",1.976,1.296,1.755,1.789,1.545,3190.11977053,11773.7253708,12,1738,1075
"732","TorontoLake.Wolfe.1996","LPDdf6e03fa",-109.35,63.7167,"NWN","LakeSediment","d18O","Lake Sediment (δ18O)","Lake Sediment (δ18O)",88,8498,8410,133,132,"Annual","P-E","Arctic Holocene","negative",-18.27,-15.415,-15.287,-12.261,NA,2559,8227,NA,NA,NA
"733","TourbiereCaribou.Richard.1977","lcRK61Zqovd5AsakNEX",-71.2358,47.6397,"ENA","Lake","pollen","Pollen","Pollen (Calibrated)",2350,6640,4290,290,310,"Annual","P","Legacy Climate v1.0","positive",NA,938.5,855.06,NA,NA,2640,6390,2,2880,740
"734","TourbieredelaLande.Pulido.2006","lcRZgqRfwDWqi1fNgxF",2.9667,43.5667,"MED","Peat","pollen","Pollen","Pollen (Calibrated)",0,5190,5190,170,170,"Annual","P","Legacy Climate v1.0","positive",1066.983,985.175,NA,NA,NA,220,5025,5,2220,1030
"735","TourbieredeLanoraieCOTEAUJAUNE.Comtois.1982","lcR1A1e4eCK8RCZbrM1",-73.3419,45.9608,"ENA","Peat","pollen","Pollen","Pollen (Calibrated)",770,8960,8190,260,270,"Annual","P","Legacy Climate v1.0","positive",930.8,894.1,866.657,731.067,NA,770,8460,5,3230,1090
"736","TourbieredeLanoraieSTJEAN.Comtois.1979","lcROauZ0E6EMlpLEs8f",-73.2169,46,"ENA","Peat","pollen","Pollen","Pollen (Calibrated)",0,5920,5920,95,100,"Annual","P","Legacy Climate v1.0","positive",974.567,949.3,810.333,NA,NA,1010,5920,4,2330,810
"737","TourbieredeParcaysurVienne.Cyprien.2006","lcRcR80wTm1A4RAUIRb",0.4806,47.0922,"WCE","Peat","pollen","Pollen","Pollen (Calibrated)",620,12000,11380,155,160,"Annual","P","Legacy Climate v1.0","positive",796.2,818.1,773.737,937.75,881.6,8480,5530,11,2600,440
"738","TourbiereduPeschio.Pulido.2006","lcRw42ai03YAwD4En3b",3.6,44.45,"MED","Peat","pollen","Pollen","Pollen (Calibrated)",70,5840,5770,150,150,"Annual","P","Legacy Climate v1.0","positive",994.112,969.967,957.7,NA,NA,310,3270,4,1790,880
"739","Trettetjorn.Bjune.2005Legacy","lcR5MPWfK6sspyzNqi4",7,60.7167,"NEU","Lake","pollen","Pollen","Pollen (Calibrated)",0,11840,11840,210,210,"Annual","P","Legacy Climate v1.0","positive",760.8,684.575,621,543.45,649.95,1160,7950,8,3390,1190
"740","TroarnSaintSamson.Lespez.2010","lcR7lnczhhWSUhBzFx9",-0.1681,49.1836,"WCE","Peat","pollen","Pollen","Pollen (Calibrated)",80,4280,4200,155,150,"Annual","P","Legacy Climate v1.0","positive",903.2,788.517,NA,NA,NA,80,4040,5,1560,1015
"741","TschokljovoMarsh.Bozilova.1985","lcRscdnEDYcOz51Mjsk",22.8333,42.3667,"MED","Lake","pollen","Pollen","Pollen (Calibrated)",820,8770,7950,250,230,"Annual","P","Legacy Climate v1.0","positive",951.7,1124.625,1166.1,908.4,NA,2270,3040,6,2130,1280
"742","TsoKar.Demske.2009","WEB371c0497",78,33.1667,"TIB","LakeSediment","pollen","Pollen","Pollen (Not Calibrated)",0,12000,12000,326,326,"Annual","P-E","Other","positive",2.8,1.433,13.4,9.7,19.55,10204,3429.25,17,1843,215
"743","TsoMoriri.Leipe.2013","GH2b8af51c",78.3233,32.9294,"TIB","LakeSediment","pollen","Pollen","Pollen (Calibrated)",0,12000,12000,154,155,"Annual","P","Other","positive",287.95,273.143,458.267,509.517,625.98,10904,2121,NA,NA,NA
"744","Tsuolbmajavri.Korhola.2002","PYTJINRZ45D",22.05,68.41,"NEU","LakeSediment","pollen","Pollen","Pollen (Calibrated)",0,8967,8967,67,67,"Annual","P","Arctic Holocene","positive",483.685,426.637,470.367,668.253,NA,4411,3805,8,1700,1130
"745","TulareLake.Negrini.2006","pdRwshhqDptCy27nlfs",-119.78,36.05,"WNA","Shoreline","lakeLevel","Shoreline","Shoreline (Lake Level)",149.5,11776,11626.5,616.5,616.5,"Annual","P-E","Liefert and Shuman, 2020","positive",66.09,NA,59.043,65.34,55.8,8600,11776,NA,NA,NA
"746","Turkana.Butzer.1972","OLS_RDo2ZhhzvEJ",36,5,"NEAF","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,1350,"Annual","P-E","Oxford Lake Level Database","negative",3,1,1,2,1,7559.5,494.5,NA,NA,NA
"747","Turkana.Garcin.2012","WEB-9119d-899e-4084-82c1-1fac9",35.9251,3.7877,"NEAF","Shoreline","lake level","Shoreline","Shoreline (Lake Level)",760,12000,11240,60,70,"Annual","P-E","Other","positive",380,433.5,433.857,414.4,439.571,1750,7860,NA,NA,NA
"748","Tyrrell.Bowler.1986","OLS_RIAO1405W9b",142.78,-35.33,"SAU","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,4825,"Annual","P-E","Oxford Lake Level Database","negative",2,1,1,2,2,5657.25,5515.5,NA,NA,NA
"749","Uluu-Toocave.Wolff.2017","S2LR6SqowycH0Q",72.35,40.4,"WCA","Speleothem","d18O","Speleothem","Speleothem (δ18O)",24.1441,4696.2967,4672.1526,1.90950000000002,1.91829999999982,"Winter","P","SISALv2","negative",-11.36,-10.272,NA,NA,NA,180.3238,1327.1528,24,1016,64.2966999999999
"750","UncleSethsPond.Oswald.2018","lcRNlfrkkQn5Ce0M7QR",-70.6646,41.4331,"ENA","Lake","pollen","Pollen","Pollen (Calibrated)",0,12000,12000,215,210,"Annual","P","Legacy Climate v1.0","positive",1034.622,1081.529,1025.567,972.525,858.867,3380,9670,7,2780,1365
"751","UnitLake.Camill.2012","GH31325f74",-97.493,59.404,"NEN","LakeSediment","ARM/IRM","Other","Other (Not Calibrated)",0,8751.728,8751.728,43.5275000000001,45.0429999999992,"Annual","P-E","Other","positive",0.1,0.089,0.076,0.015,NA,2318.7975,8671.238,19,1563,141
"752","UpperBigCreekLake.Shuman.2015","pdRopkg65IV11NRNtq6",-106.62,40.91,"WNA","LakeSediment","lakeLevel","Shoreline","Shoreline (Lake Level)",0,12000,12000,50,50,"Annual","P-E","Liefert and Shuman, 2020","positive",0.043,-3.293,-2.137,-0.257,-1.44,550,12000,NA,NA,NA
"753","UpperPintoFen.Yu.2003","LPDe806555f",-118.0167,53.5833,"NWN","Peat","DBD","Other","Other (Not Calibrated)",0,8017,8017,19.8,21.5,"Annual","P-E","Other","negative",0.126,0.117,0.128,0.172,NA,138.3,7878,19,1267,335
"754","Urmia.Kelts.1986","OLS_RnQ2dbxrFsX",45.5,37.63,"WCA","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,2510,"Annual","P-E","Oxford Lake Level Database","negative",1,1,1,1,2,4425.625,10158.5,NA,NA,NA
"755","VallondeProvence.deBeaulieu.1977","lcRwuwEJUSPd5BtSkfF",6.4042,44.3911,"MED","Marsh","pollen","Pollen","Pollen (Calibrated)",2920,11870,8950,80,80,"Annual","P","Legacy Climate v1.0","positive",NA,1122.425,1191.743,1200.036,808.543,6980,11800,6,2420,1020
"756","VecherniiRiver.Anderson.2002","lcR4HXbcw98F8bYyA5X",147.75,63.2833,"RFE","River","pollen","Pollen","Pollen (Calibrated)",0,7100,7100,220,230,"Annual","P","Legacy Climate v1.0","positive",290,284.8,293.65,NA,NA,5350,1250,8,2100,460
"757","VelkyDed.Rybnicek.2004","lcR3Q9kRsZeRDvtgrkj",17.2177,50.0849,"WCE","Bog","pollen","Pollen","Pollen (Calibrated)",0,5380,5380,305,300,"Annual","P","Legacy Climate v1.0","positive",1035.433,1032.2,NA,NA,NA,5380,1990,3,2850,1215
"758","Vera.Bradbury.1986b","OLS_RuVLAvVu5OP",145.87,-42.27,"SAU","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,2832.5,"Annual","P-E","Oxford Lake Level Database","negative",1,1,3,1,1,5255,6841,NA,NA,NA
"759","VestreOykjamyrtjorn.Bjune.2005","lcRr3eI7cqYBPpIQz54",6,59.8167,"NEU","Lake","pollen","Pollen","Pollen (Calibrated)",0,12000,12000,130,135,"Annual","P","Legacy Climate v1.0","positive",661.293,616.44,563.85,605.375,794.483,11220,3110,10,2760,960
"760","VishnevskoeLake.Arslanov.1999","lcR8NnFIKkEryjVtdoJ",29.5169,60.5022,"NEU","Lake","pollen","Pollen","Pollen (Calibrated)",190,12000,11810,130,130,"Annual","P","Legacy Climate v1.0","positive",595.15,617.6,624.256,614.95,597.225,5580,11440,26,1300,265
"761","Voelvlei.Strobel.2021","WEB7ebd522d",21.826,-34.259,"WSAF","LakeSediment","d13Cwax","Other","Other (Not Calibrated)",838,8428,7590,53,53,"Annual","P-E","Other","positive",-27.24,-27.115,-26.361,-25.191,NA,6670,3398,NA,NA,NA
"762","WA01.Rainville.2013","WEBc8473abd",-136.9264,61.2447,"NWN","LakeSediment","TOC","Other","Other (Not Calibrated)",0,12000,12000,44.6689999999999,44.2175000000002,"Annual","P-E","Other","negative",46.394,40.767,39.966,52.573,46.845,11451.7446666667,2623.64,37,2590,2.574
"763","WAISDivide.Cuffey.2016","WEBaa6ac386",-112.08,-79.4676,"WAN","GlacierIce","ice accumulation","Glacier Ice","Glacier Ice (Accumulation)",0,12000,12000,1,1,"Annual","P","Other","positive",231.185,254.527,225.735,194.371,178.259,2199.5,9871.5,NA,NA,NA
"764","Walker.Hevly.1985","OLS_RzqaAnmlHbH",-111.67,35.5,"WNA","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,1095,"Annual","P-E","Oxford Lake Level Database","negative",2,2,2,2,2,5370.38888888889,7388.5,NA,NA,NA
"765","WalkerLakeNevada.Adams.2007","pdRD3QFsrrVxQyEFfVO",-118.7,38.69,"WNA","Shoreline","lakeLevel","Shoreline","Shoreline (Lake Level)",0,5489,5489,100,102,"Annual","P-E","Liefert and Shuman, 2020","positive",1222.818,NA,NA,NA,NA,1922,5489,NA,NA,NA
"766","WallbachLenk.vanderKnaap.1997","lcRiJpSfk6qHogZUTSv",7.4031,46.4283,"WCE","Peat","pollen","Pollen","Pollen (Calibrated)",0,12000,12000,230,230,"Annual","P","Legacy Climate v1.0","positive",1178.775,NA,1315.875,938.6,921.933,5520,10870,11,3470,585
"767","Wangjiadianprofile.Cao.2010","lcRpkrKA2Q4Uru9VFwq",114.6692,36.161,"EAS","Paleosol","pollen","Pollen","Pollen (Calibrated)",0,12000,12000,150,150,"Annual","P","Legacy Climate v1.0","positive",387.717,513.033,527.129,464.171,434.022,5540,780,6,3730,1680
"768","Wanum.GarrettJones.1979","OLS_Roe2Ri2GOD9",146.78,-6.63,"SEA","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,6940,"Annual","P-E","Oxford Lake Level Database","negative",1,2,2,2,2,1490.83333333333,10813.5,NA,NA,NA
"769","Waschhorn.Kuhl.1998","lcRLZA5oyAihPeZFLb7",8.7369,53.615,"NEU","Bog","pollen","Pollen","Pollen (Calibrated)",0,7850,7850,140,140,"Annual","P","Legacy Climate v1.0","positive",923.314,739.46,629.3,724.45,NA,910,5840,6,1860,930
"770","Washburn.Winkler.1985c","OLS_RXKCFWVRanL",-89.65,43.53,"ENA","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,2852.5,"Annual","P-E","Oxford Lake Level Database","negative",2,2,3,2,2,10813.5,6276.83333333333,NA,NA,NA
"771","WaterConservationArea3BGumboLimboFarTail.Willard.2001","lcRCCeOBvoY6ibTb3Lr",-80.5056,25.7747,"ENA","Marsh","pollen","Pollen","Pollen (Calibrated)",0,5000,5000,350,340,"Annual","P","Legacy Climate v1.0","positive",1469.8,1494.775,NA,NA,NA,4430,1200,4,2410,1060
"772","Watten.Gandouin.2002","lcRgSd7F3XOo7P6g0F0",2.2133,50.8336,"WCE","Peat","pollen","Pollen","Pollen (Calibrated)",5840,10190,4350,180,180,"Annual","P","Legacy Climate v1.0","positive",NA,NA,991.175,992.95,1025.5,10190,7910,6,1630,320
"773","Wazpretticave.Williams.2005","S2LRQTAjCiqPX4",171.4,-42.1,"NZ","Speleothem","d13C","Speleothem","Speleothem (δ13C)",4928.4055,12000,7071.5945,63.0214000000005,63.3079499999999,"Annual","P-E","SISALv2","negative",NA,NA,-7.443,-7.89,-7.154,11212.1452,7477.5193,8,2415,666
"774","Weber.Fries.1962","OLS_Rh1QgEylyEm",-91.65,47.47,"CNA","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,4125,"Annual","P-E","Oxford Lake Level Database","negative",1,3,3,2,2,1490.83333333333,5657.25,NA,NA,NA
"775","Wedge.Macdonald.1982","OLS_RtESqFQmPOU",-115.17,50.87,"NWN","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,2115,"Annual","P-E","Oxford Lake Level Database","negative",1,1,1,2,2,3871.64285714286,10813.5,NA,NA,NA
"776","Wenquanwetland.Li.2020","lcR13jshNz5dqXWSsRh",81.0313,44.9737,"ECA","Peat","pollen","Pollen","Pollen (Calibrated)",0,10280,10280,120,120,"Annual","P","Legacy Climate v1.0","positive",213.933,218.129,213.26,182.786,151.429,1470,10030,6,3470,680
"777","WestOkobojiLake.vanZant.1979","lcRbTXcI79CR4gJxaFC",-95.2,43.3333,"CNA","Lake","pollen","Pollen","Pollen (Calibrated)",0,12000,12000,95,90,"Annual","P","Legacy Climate v1.0","positive",671.647,644.1,575.525,565.09,683.744,11150,7080,10,2530,1110
"778","WestOlafLake.Nelson.2008","lcRDRHpPMtQHS2p3qME",-96.1868,46.5986,"CNA","Lake","pollen","Pollen","Pollen (Calibrated)",30,8840,8810,90,90,"Annual","P","Legacy Climate v1.0","positive",675.5,601.229,575.675,566.246,NA,820,5920,9,1890,990
"779","WestSidePond.Oswald.2018","lcRT2tIa25Tm8EVwMwr",-73.2566,41.8545,"ENA","Lake","pollen","Pollen","Pollen (Calibrated)",0,11830,11830,240,240,"Annual","P","Legacy Climate v1.0","positive",1036.625,1029.267,1055.66,1101.367,911.933,7920,10120,11,1770,945
"780","WestTwinLakeNebraska.Schmieder.2011","pdRfOJh6SjJ3emsFmsY",-101.44,42.4,"CNA","LakeSediment","lakeLevel","Shoreline","Shoreline (Lake Level)",0,8470,8470,229.5,1082,"Annual","P-E","Liefert and Shuman, 2020","positive",NA,1,1,0.5,NA,4255.4,5333.57142857143,NA,NA,NA
"781","White.Watts.1980a","OLS_R4QPDsP0JVX",-80.76,34.16,"ENA","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,10319,"Annual","P-E","Oxford Lake Level Database","negative",2,3,3,3,3,494.5,6136.38888888889,NA,NA,NA
"782","WhitneysGulch.Lamb.1980","OLS_RKvXdow2D0X",-57.3,51.52,"NEN","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,3210,"Annual","P-E","Oxford Lake Level Database","negative",1,1,1,3,3,4360.92857142857,8398.5,NA,NA,NA
"783","WielkeGacno.HjelmroosEricsson.1982","OLS_Rnp35KKbNIN",17.2,53.73,"WCE","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,6889,"Annual","P-E","Oxford Lake Level Database","negative",1,2,2,2,3,954.5,10158.5,NA,NA,NA
"784","WiggenhallStGermans.Waller.1994","lcRbLUSpdmvr6eTifaD",0.3394,52.6928,"NEU","Fen","pollen","Pollen","Pollen (Calibrated)",150,5390,5240,140,140,"Annual","P","Legacy Climate v1.0","positive",795.567,717.686,NA,NA,NA,1760,5390,3,1570,1280
"785","WindmillLake.Bigelow.1997","lcRw0soaBrKg4z1ACYN",-148.8053,63.6589,"NWN","Lake","pollen","Pollen","Pollen (Calibrated)",90,12000,11910,140,140,"Annual","P","Legacy Climate v1.0","positive",268.133,291.857,283.3,248.667,214.883,4090,11950,7,2980,1230
"786","WinneconnetPond.Suter.1985","lcRqcv7HT215BsuiBp5",-71.1167,41.9667,"ENA","Lake","pollen","Pollen","Pollen (Calibrated)",0,12000,12000,210,210,"Annual","P","Legacy Climate v1.0","positive",963.625,927.022,927.46,870.1,827.233,4630,10930,9,2920,995
"787","Wintergreen.Manny.1978","OLS_RzEmio4JrEJ",-85.38,42.4,"ENA","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,2585,"Annual","P-E","Oxford Lake Level Database","negative",2,3,2,2,2,5846.875,4473.5,NA,NA,NA
"788","WolsfeldLake.Grimm.1981","lcRopIDpnZtAWYZM2E4",-93.5728,45.005,"CNA","Lake","pollen","Pollen","Pollen (Calibrated)",0,12000,12000,200,200,"Annual","P","Legacy Climate v1.0","positive",751.038,715.45,700.85,694.35,736.6,11310,7090,10,3360,1080
"789","Wolverine.Mann.2002","GH66374774",-158.914,67.098,"NWN","LakeSediment","MAR","Other","Other (Not Calibrated)",23.794,7407.4,7383.606,27.3250000000003,27.731,"Annual","P-E","Other","negative",0.01,0.008,0.003,NA,NA,6280.063,1211,17,800,250
"790","Wonderkrater.Truc.2013","WEBd3eaa693",28.7507,-24.4391,"ESAF","Peat","pollen","Pollen","Pollen (Not Calibrated)",338,12000,11662,273.5,258,"Annual","P-E","Other","positive",1.014,-0.173,-0.997,-2.492,-1.44,560,7388,12,2360,580
"791","Woryty.Ciesla.1978","lcRgNEo7t886ISDFpMs",20.2065,53.7526,"WCE","Lake","pollen","Pollen","Pollen (Calibrated)",220,11940,11720,100,100,"Annual","P","Legacy Climate v1.0","positive",677.6,676.492,669.171,641.117,626.12,2800,11840,11,2530,760
"792","Wulun.Chen.2008","NAm2kHydro106",87.29,47.2,"WSB","LakeSediment","hybrid","Other","Other (Not Calibrated)",0,9550,9550,50,900,"Annual","P-E","Mid-Latitude Holocene","positive",3.476,3.667,2,0.762,1,2350,7475,NA,NA,NA
"793","WuyaCave.Tan.2020","WEB-25055-627a-46a8-868d-f4a69",105.4333,33.8167,"EAS","Speleothem","d18O","Speleothem","Speleothem (δ18O)",0,11201,11201,3,3,"Summer","P","Other","negative",-8.266,-8.967,-10.201,-11.094,-11.209,9361,986,NA,NA,NA
"794","Xianglongcave.Tan.2018","S2LRljclseoP6S",106.33,33,"EAS","Speleothem","d18O","Speleothem","Speleothem (δ18O)",653,6651,5998,8,8,"Summer","P","SISALv2","negative",-6.395,-7.062,-8.053,NA,NA,6313,1643,55,377,77.5
"795","Xiaobailongcave.Cai.2015","S2LR3sFUdg8g4z",103.36,24.2,"EAS","Speleothem","d18O","Speleothem","Speleothem (δ18O)",5340,12000,6660,30,30,"Summer","P","SISALv2","negative",NA,NA,-14.005,-13.62,-10.731,5980,9750,1,2520,1640
"796","XinguRia.Bertassoli.2019","WEBbed2c631",-52.28,-1.709,"NSA","FluvialSediment","dDwax","Leaf Wax","Leaf Wax (δD)",338.3,4013.8,3675.5,122.4,122.75,"Annual","P","Other","negative",-155.13,-160.568,NA,NA,NA,3849.7,496.4,NA,NA,NA
"797","Xinyacave.T..2007","S2LR4OJ4DeyWph",109.47,30.75,"EAS","Speleothem","d18O","Speleothem","Speleothem (δ18O)",0,3944.46632324,3944.46632324,3.23447152899996,3.24429649300004,"Summer","P","SISALv2","negative",-6.963,-7.632,NA,NA,NA,931.87546752,2761.433252253,14,2935,680
"798","Yabitsuyachi.Morita.1987","lcRnpyqRGt7A1AQgJZl",140.9,40.6167,"EAS","Peat","pollen","Pollen","Pollen (Calibrated)",470,8630,8160,290,295,"Annual","P","Legacy Climate v1.0","positive",1200.375,1180.55,1274.733,1066.867,NA,1510,7800,5,2630,1025
"799","Yakumo.Leipe.2013","LPD016736e6",140.26,42.28,"EAS","Peat","pollen","Pollen","Pollen (Calibrated)",40,5506,5466,100,99.5,"Summer+","P","Other","positive",754.667,693.25,704,NA,NA,2619,3205,NA,NA,NA
"800","Yakumo.Leipe.2013","LPD55404d27",140.26,42.28,"EAS","Peat","pollen","Pollen","Pollen (Calibrated)",40,5506,5466,100,100,"Winter+","P","Other","positive",530.333,447.333,424,NA,NA,3701,4525,NA,NA,NA
"801","Yakumo.Leipe.2013","LPD72217804",140.26,42.28,"EAS","Peat","pollen","Pollen","Pollen (Calibrated)",40,5506,5466,100,106,"Annual","P","Other","positive",1285,1140.583,1128,NA,NA,570,5063,NA,NA,NA
"802","Yamencave.Yang.2010","S2LRaRE1m5yKLj",107.9,25.4833,"EAS","Speleothem","d18O","Speleothem","Speleothem (δ18O)",7322,12000,4678,5,5,"Summer","P","SISALv2","negative",NA,NA,NA,-9.224,-9.237,9298,11737,19,1619,161
"803","YellowLake.Anderson.2012","GH95c4057f",-107.345,39.652,"WNA","LakeSediment","d18O","Lake Sediment (δ18O)","Lake Sediment (δ18O)",0,8154.589,8154.589,27.3369999999998,27.4124999999997,"Winter","P-E","Other","negative",-13.309,-13.252,-12.598,-12.201,NA,2313.807,8154.589,9,1935,745.411
"804","Zalozhtsy.Artyushenko.1982","lcRx8TPoWqgtzHDb9wM",25.45,49.75,"WCE","Peat","pollen","Pollen","Pollen (Calibrated)",250,9940,9690,290,260,"Annual","P","Legacy Climate v1.0","positive",638.925,604,599.8,614.9,582.4,950,1330,15,1860,485
"805","Zaruckoe.Elina.1981","lcRWLf959HwYAt7u0lE",36.25,63.9,"NEU","Peat","pollen","Pollen","Pollen (Calibrated)",360,9720,9360,280,280,"Annual","P","Legacy Climate v1.0","positive",579.45,633.675,616.975,570.667,540.5,4550,9430,5,2600,1535
"806","Zeribar.Van.1963","OLS_R14ZgdIg3vP",46.12,35.53,"WCA","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,3210,"Annual","P-E","Oxford Lake Level Database","negative",1,2,1,2,2,3394,10813.5,NA,NA,NA
"807","ZhangzangChaka.Qi.1981","OLS_RAPLKNVwmJW",82.33,32.5,"TIB","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,1200,"Annual","P-E","Oxford Lake Level Database","negative",3,3,2,1,3,8835.16666666667,3820.5,NA,NA,NA
"808","Zhuliupingcave.Huang.2016","S2LRonoRI4uIVU",104.095,26.0167,"EAS","Speleothem","d18O","Speleothem","Speleothem (δ18O)",4619.632,12000,7380.368,9.28571427999941,9.27106226499973,"Summer","P","SISALv2","negative",NA,NA,-11.888,-13.861,-13.811,9741.03612903,11713.75,15,918.767093169999,483
"809","Zhuyeze.Chen.2006","GHab77d673",103.34,39.011,"ECA","LakeSediment","pollen","Pollen","Pollen (Not Calibrated)",40,11570,11530,10,10,"Summer","P-E","Other","positive",3.253,2.618,2.293,3.099,3.072,5560,6560,NA,NA,NA
"810","Zhuyeze.Chen.2006","GHb76a109a",103.34,39.011,"ECA","LakeSediment","pollen","Pollen","Pollen (Not Calibrated)",10,11560,11550,10,10,"Summer","P-E","Other","positive",12.583,19.563,4.259,30.121,34.524,8130,5528.33333333333,NA,NA,NA
"811","ZigetangCo.Herzschuh.2006","WEB94c7839d",90.9,32,"TIB","LakeSediment","pollen","Pollen","Pollen (Calibrated)",0,11990,11990,50,50,"Annual","P","Other","positive",379.158,422.609,398.988,399.97,390.047,8440,490,NA,NA,NA
"812","ZiwayShala.Grove.1975","OLS_RRO1Ic9Qv3B",38.67,7.75,"NEAF","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,1272.5,"Annual","P-E","Oxford Lake Level Database","negative",3,3,1,1,2,8199.75,1902.5,NA,NA,NA
"813","Zoige.Zhao.2011","WEB-77217-351b-45b8-a4c9-8742e",102.63,33.45,"EAS","LakeSediment","bulk density","Other","Other (Not Calibrated)",0,9996,9996,16,16,"Annual","P-E","Other","negative",0.042,0.049,0.045,0.048,0.059,1097,1005,7,2485,955.5
